year,trapping_season,eartag,block,plot,species,rodent_treatment,burn_treatment
2020,summer,6927,2,C2,PEMA,control,control
2020,summer,6901,1,BS,DIOR,rodent_control,burned
2020,summer,6999,1,BN,PAPA,rodent_exclusion,burned
2020,summer,6902,1,BN,PAPA,rodent_exclusion,burned
2020,summer,6998,1,BS,PAPA,rodent_control,burned
2020,summer,6903,1,UN,PEMA,rodent_exclusion,unburned
2020,summer,6993,1,UN,PEMA,rodent_exclusion,unburned
2020,summer,6904,1,UN,PEMA,rodent_exclusion,unburned
2020,summer,6905,1,C2,PAPA,control,control
2020,summer,6906,1,C2,PAPA,control,control
2020,summer,6990,2,C1,DIOR,control,control
2020,summer,6907,2,UN,PEMA,rodent_exclusion,unburned
2020,summer,2412,2,UN,PEMA,rodent_exclusion,unburned
2020,summer,6981,,,PAPA,control,control
2020,summer,6909,3,UN,PEMA,rodent_exclusion,unburned
2020,summer,6910,4,UN,PEMA,rodent_exclusion,unburned
2020,summer,6956,4,US,PEMA,rodent_control,unburned
2020,summer,6955,4,US,PEMA,rodent_control,unburned
2020,summer,5911,4,US,AMLE,rodent_control,unburned
2020,summer,6928,4,US,PEMA,rodent_control,unburned
2020,summer,6930,4,BS,DIOR,rodent_control,burned
2020,summer,6912,4,BS,PAPA,rodent_control,burned
2020,summer,6931,4,C1,PAPA,control,control
2020,summer,6913,4,C2,DIOR,control,control
2020,summer,6923,4,C2,DIOR,control,control
2020,summer,6825,1,C1,DIOR,control,control
2020,summer,6996,1,US,PEMA,rodent_control,unburned
2020,summer,6874,2,C2,PAPA,control,control
2020,summer,6873,2,US,PEMA,rodent_control,unburned
2020,summer,6871,3,BS,DIMI,rodent_control,burned
2020,summer,6870,3,US,DIOR,rodent_control,unburned
2020,summer,6989,3,US,DIOR,rodent_control,unburned
2020,summer,6867,3,C2,DIOR,control,control
2020,summer,6976,,,PAPA,control,control
2020,summer,4945,5,US,PEMA,rodent_control,unburned
2020,summer,6866,5,US,PAPA,rodent_control,unburned
2020,summer,6865,5,BS,DIOR,rodent_control,burned
2020,summer,6849,5,C1,PAPA,control,control
2020,summer,2523,5,C2,PEMA,control,control
2020,summer,6951,1,BS,DIMI,rodent_control,burned
2020,summer,6914,1,BS,DIOR,rodent_control,burned
2020,summer,6951,1,BN,PELO,rodent_exclusion,burned
2020,summer,6975,1,C1,DIOR,control,control
2020,summer,6953,1,C1,DIOR,control,control
2020,summer,6954,1,US,DIOR,rodent_control,unburned
2020,summer,7000,1,US,PEMA,rodent_control,unburned
2020,summer,6870,1,C2,DIOR,control,control
2020,summer,6992,1,UN,PEMA,rodent_exclusion,unburned
2020,summer,6977,1,C2,PEMA,control,control
2020,summer,6955,2,C1,DIOR,control,control
2020,summer,2417,2,UN,PEMA,rodent_exclusion,unburned
2020,summer,6927,2,US,PEMA,rodent_control,unburned
2020,summer,6974,3,UN,PEMA,rodent_exclusion,unburned
2020,summer,6920,3,C1,PELO,control,control
2020,summer,6982,3,UN,PEMA,rodent_exclusion,unburned
2020,summer,6973,3,BN,PEMA,rodent_exclusion,burned
2020,summer,6972,3,US,PEMA,rodent_control,unburned
2020,summer,6971,3,US,PEMA,rodent_control,unburned
2020,summer,6970,3,US,DIOR,rodent_control,unburned
2020,summer,2470,3,C2,PEMA,control,control
2020,summer,6969,5,C1,PAPA,control,control
2020,summer,6866,5,C1,PAPA,control,control
2020,summer,6910,5,C1,PEMA,control,control
2020,summer,6956,5,US,DIOR,rodent_control,unburned
2020,summer,2142,5,C2,PEMA,control,control
2020,summer,6967,5,C2,PEMA,control,control
2020,summer,6968,5,C2,PAPA,control,control
2020,summer,6913,4,C1,DIOR,control,control
2020,summer,6966,4,US,DIOR,rodent_control,unburned
2020,summer,6923,4,US,DIOR,rodent_control,unburned
2020,summer,6965,4,US,PEMA,rodent_control,unburned
2020,summer,6957,4,US,PAPA,rodent_control,unburned
2020,summer,6933,4,BS,DIOR,rodent_control,burned
2020,summer,6928,4,UN,PEMA,rodent_exclusion,unburned
2020,summer,6958,4,C2,PEMA,control,control
2020,summer,6959,4,C2,DIMI,control,control
2020,summer,6936,4,C2,PEMA,control,control
2020,summer,6931,4,C2,PAPA,control,control
